,order_id,in_progress,picked,started_dispatch,in_dispatch_buffer,packed,dispatched,order_aborted,order_created_at,delivery_schedule,trip_id,num_of_lines
49,2235807,2019-06-10 10:08:04,2019-06-10 11:52:53,2019-06-10 12:07:48,2019-06-10 12:10:39,2019-06-10 12:16:32,2019-06-10 16:29:27,,2019-06-10 10:05:28,2019-06-10 14:00:00,z_2019-06-10_17:00,16.0
50,2235810,2019-06-10 10:11:54,2019-06-10 10:11:54,2019-06-10 10:45:37,2019-06-10 10:49:40,2019-06-10 11:06:58,2019-06-10 16:29:26,,2019-06-10 10:06:26,2019-06-10 14:00:00,z_2019-06-10_17:00,1.0
51,2235813,2019-06-10 10:12:39,2019-06-10 10:22:14,2019-06-10 10:39:16,2019-06-10 10:45:36,2019-06-10 10:47:29,2019-06-10 16:29:25,,2019-06-10 10:12:26,2019-06-10 14:00:00,z_2019-06-10_17:00,4.0
52,2235816,2019-06-10 11:26:23,2019-06-10 11:40:38,2019-06-10 11:41:13,2019-06-10 11:51:27,2019-06-10 12:02:04,2019-06-10 18:21:18,,2019-06-10 10:09:26,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0
53,2235840,2019-06-10 14:36:52,2019-06-10 16:31:47,2019-06-10 17:18:46,2019-06-10 17:29:08,2019-06-10 17:30:19,2019-06-10 20:19:57,,2019-06-10 10:43:27,2019-06-10 18:30:00,l_2019-06-10_21:30,8.0
54,2235864,2019-06-10 11:26:44,2019-06-10 11:36:20,2019-06-10 11:47:50,2019-06-10 11:59:04,2019-06-10 12:18:03,2019-06-10 18:21:16,,2019-06-10 11:03:26,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0
55,2235867,2019-06-10 11:13:06,2019-06-10 11:20:15,2019-06-10 11:20:23,2019-06-10 11:21:47,2019-06-10 12:06:24,2019-06-10 16:29:26,,2019-06-10 11:10:32,2019-06-10 14:00:00,z_2019-06-10_17:00,5.0
56,2235879,2019-06-10 14:38:57,2019-06-10 14:46:08,2019-06-10 17:28:45,2019-06-10 17:31:01,2019-06-10 17:35:20,2019-06-10 20:19:57,,2019-06-10 11:16:30,2019-06-10 18:30:00,l_2019-06-10_21:30,1.0
57,2235891,2019-06-10 11:29:53,2019-06-10 11:37:02,2019-06-10 16:10:45,2019-06-10 16:14:57,2019-06-10 16:16:10,2019-06-10 18:21:18,,2019-06-10 11:21:28,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
58,2235902,2019-06-10 14:39:27,2019-06-10 14:45:38,2019-06-10 17:23:20,2019-06-10 17:30:07,2019-06-10 17:34:52,2019-06-10 20:19:57,,2019-06-10 11:32:27,2019-06-10 18:30:00,l_2019-06-10_21:30,1.0
59,2235935,2019-06-10 12:33:44,2019-06-10 12:40:16,2019-06-10 14:49:57,2019-06-10 14:55:07,2019-06-10 14:58:35,2019-06-10 18:21:25,,2019-06-10 12:00:28,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
60,2235944,2019-06-10 12:34:53,2019-06-10 12:41:33,2019-06-10 13:04:40,2019-06-10 13:12:28,2019-06-10 13:13:17,2019-06-10 18:21:20,,2019-06-10 12:07:30,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
61,2235955,2019-06-10 12:35:09,2019-06-10 12:40:30,2019-06-10 12:47:59,2019-06-10 12:50:48,2019-06-10 12:53:12,2019-06-10 18:21:18,,2019-06-10 12:15:28,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
62,2235978,2019-06-10 12:54:36,2019-06-10 13:28:15,2019-06-10 13:28:57,2019-06-10 13:53:10,2019-06-10 13:57:56,2019-06-10 18:21:22,,2019-06-10 12:52:28,2019-06-10 18:00:00,s_2019-06-10_21:00,12.0
63,2235997,2019-06-10 13:21:46,2019-06-10 13:50:06,2019-06-10 13:53:12,2019-06-10 13:58:30,2019-06-10 14:00:00,2019-06-10 18:21:23,,2019-06-10 13:21:27,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0
64,2236396,2019-06-10 12:35:54,2019-06-10 12:35:54,2019-06-10 16:57:21,2019-06-10 17:02:27,2019-06-10 17:03:17,2019-06-10 18:21:10,,2019-06-10 04:15:38,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
65,2236411,2019-06-10 12:35:55,2019-06-10 12:42:45,2019-06-10 12:48:14,2019-06-10 12:51:03,2019-06-10 12:54:01,2019-06-10 18:21:11,,2019-06-10 04:54:28,2019-06-10 18:00:00,s_2019-06-10_21:00,2.0
66,2236416,2019-06-10 05:20:18,2019-06-10 05:58:58,2019-06-10 07:24:04,2019-06-10 07:34:19,2019-06-10 07:39:54,2019-06-10 20:16:37,,2019-06-10 05:15:47,2019-06-10 10:00:00,l_2019-06-10_13:00,5.0
67,2236455,2019-06-10 06:46:31,2019-06-10 06:56:41,2019-06-10 07:01:48,2019-06-10 07:07:13,2019-06-10 07:07:52,2019-06-10 20:16:38,,2019-06-10 06:44:30,2019-06-10 10:00:00,l_2019-06-10_13:00,6.0
68,2236474,2019-06-10 07:24:48,2019-06-10 07:36:20,2019-06-10 07:50:04,2019-06-10 08:34:40,2019-06-10 08:41:07,2019-06-10 20:16:37,,2019-06-10 07:22:30,2019-06-10 10:00:00,l_2019-06-10_13:00,12.0
69,2236493,2019-06-10 12:36:23,2019-06-10 12:42:07,2019-06-10 16:20:45,2019-06-10 16:27:28,2019-06-10 16:31:21,2019-06-10 18:21:12,,2019-06-10 07:48:30,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
70,2236516,2019-06-10 08:16:19,2019-06-10 09:08:42,2019-06-10 09:09:00,2019-06-10 09:12:54,2019-06-10 09:25:53,2019-06-10 20:16:39,,2019-06-10 08:13:31,2019-06-10 10:00:00,l_2019-06-10_13:00,12.0
71,2236531,2019-06-10 12:36:38,2019-06-10 12:43:30,2019-06-10 15:45:59,2019-06-10 15:51:41,2019-06-10 15:54:10,2019-06-10 18:21:13,,2019-06-10 08:30:37,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
72,2236555,2019-06-10 12:37:18,2019-06-10 12:45:59,2019-06-10 12:58:05,2019-06-10 13:04:08,2019-06-10 13:05:06,2019-06-10 18:21:19,,2019-06-10 09:09:30,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
73,2236559,2019-06-10 14:40:02,2019-06-10 16:30:49,2019-06-10 17:18:41,2019-06-10 17:23:20,2019-06-10 17:28:58,2019-06-10 20:19:56,,2019-06-10 09:13:34,2019-06-10 18:30:00,l_2019-06-10_21:30,18.0
74,2236573,2019-06-10 12:37:48,2019-06-10 12:45:34,2019-06-10 15:42:32,2019-06-10 15:46:33,2019-06-10 15:47:04,2019-06-10 18:21:14,,2019-06-10 09:30:37,2019-06-10 18:00:00,s_2019-06-10_21:00,6.0
75,2236582,2019-06-10 14:45:27,2019-06-10 15:22:03,2019-06-10 17:22:55,2019-06-10 17:29:54,2019-06-10 17:31:50,2019-06-10 20:19:57,,2019-06-10 09:39:31,2019-06-10 18:30:00,l_2019-06-10_21:30,20.0
76,2236591,2019-06-10 12:39:20,2019-06-10 12:44:03,2019-06-10 16:57:01,2019-06-10 16:59:19,2019-06-10 17:00:06,2019-06-10 18:21:16,,2019-06-10 09:56:28,2019-06-10 18:00:00,s_2019-06-10_21:00,3.0
77,2236605,2019-06-10 14:52:12,2019-06-10 16:31:29,2019-06-10 17:18:36,2019-06-10 17:22:54,2019-06-10 17:27:41,2019-06-10 20:19:57,,2019-06-10 10:22:27,2019-06-10 18:30:00,l_2019-06-10_21:30,12.0
78,2236609,2019-06-10 10:13:59,2019-06-10 10:21:09,2019-06-10 10:37:51,2019-06-10 10:40:35,2019-06-10 10:45:21,2019-06-10 16:29:26,,2019-06-10 10:12:30,2019-06-10 14:00:00,z_2019-06-10_17:00,3.0
79,2236620,2019-06-10 12:40:19,2019-06-10 12:47:53,2019-06-10 12:48:29,2019-06-10 12:56:40,2019-06-10 12:57:29,2019-06-10 18:21:16,,2019-06-10 10:33:26,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0
80,2236626,2019-06-10 12:40:39,2019-06-10 13:26:57,2019-06-10 13:28:42,2019-06-10 13:46:46,2019-06-10 13:55:35,2019-06-10 18:21:20,,2019-06-10 10:35:27,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0
81,2236629,2019-06-10 10:41:31,2019-06-10 11:54:53,2019-06-10 12:10:43,2019-06-10 12:34:44,2019-06-10 12:43:33,2019-06-10 16:29:25,,2019-06-10 10:38:26,2019-06-10 14:00:00,z_2019-06-10_17:00,11.0
82,2236650,2019-06-10 12:44:41,2019-06-10 12:53:42,2019-06-10 12:56:45,2019-06-10 12:58:13,2019-06-10 12:59:26,2019-06-10 18:21:16,,2019-06-10 11:02:26,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0
83,2236702,2019-06-10 12:18:24,,,,,,2019-06-10 12:18:24,2019-06-10 11:59:29,2019-06-10 18:30:00,l_2019-06-10_21:30,8.0
84,2236735,2019-06-10 12:45:05,2019-06-10 12:50:38,2019-06-10 12:50:50,2019-06-10 12:56:56,2019-06-10 12:58:07,2019-06-10 18:21:18,,2019-06-10 12:31:26,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
85,2236774,2019-06-10 13:07:25,2019-06-10 13:28:41,2019-06-10 15:46:33,2019-06-10 15:51:00,2019-06-10 15:57:19,2019-06-10 18:21:18,,2019-06-10 13:01:27,2019-06-10 18:00:00,s_2019-06-10_21:00,14.0
86,2236777,2019-06-10 13:10:00,2019-06-10 13:10:00,2019-06-10 16:33:45,2019-06-10 16:38:49,2019-06-10 16:39:11,2019-06-10 18:21:27,,2019-06-10 13:08:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
87,2236821,2019-06-10 13:58:18,2019-06-10 14:22:30,2019-06-10 14:22:56,2019-06-10 14:26:42,2019-06-10 14:31:44,2019-06-10 18:21:23,,2019-06-10 13:57:27,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0
88,2236841,2019-06-10 14:29:02,2019-06-10 14:35:12,2019-06-10 14:38:27,2019-06-10 14:44:55,2019-06-10 14:47:41,2019-06-10 18:21:24,,2019-06-10 14:28:27,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
89,2236842,2019-06-10 14:30:17,2019-06-10 14:30:17,2019-06-10 14:48:57,2019-06-10 14:54:34,2019-06-10 14:57:39,2019-06-10 18:21:24,,2019-06-10 14:28:32,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
90,2236844,2019-06-10 14:33:27,2019-06-10 14:41:06,2019-06-10 14:41:32,2019-06-10 14:48:12,2019-06-10 14:50:50,2019-06-10 18:21:23,,2019-06-10 14:32:27,2019-06-10 18:00:00,s_2019-06-10_21:00,4.0
91,2236877,2019-06-10 15:42:58,2019-06-10 15:56:30,2019-06-10 15:57:05,2019-06-10 16:00:01,2019-06-10 16:02:48,2019-06-10 18:21:24,,2019-06-10 15:26:27,2019-06-10 18:00:00,s_2019-06-10_21:00,1.0
92,2236881,2019-06-10 15:43:04,2019-06-10 15:53:42,2019-06-10 15:53:56,2019-06-10 15:56:52,2019-06-10 15:59:31,2019-06-10 18:21:25,,2019-06-10 15:36:28,2019-06-10 18:00:00,s_2019-06-10_21:00,5.0
93,2236921,2019-06-10 16:38:28,2019-06-10 16:47:05,2019-06-10 17:09:21,2019-06-10 17:11:44,2019-06-10 17:16:32,2019-06-10 18:21:27,,2019-06-10 16:38:27,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0
94,2236924,2019-06-10 17:37:51,2019-06-10 17:47:30,2019-06-10 17:47:34,2019-06-10 17:48:50,2019-06-10 17:52:08,2019-06-10 18:21:28,,2019-06-10 17:08:26,2019-06-10 18:00:00,s_2019-06-10_21:00,8.0
95,2236933,2019-06-10 17:38:04,2019-06-11 05:41:57,2019-06-11 06:46:47,2019-06-11 06:51:57,2019-06-11 06:54:21,2019-06-11 14:41:57,,2019-06-10 17:04:24,2019-06-11 14:00:00,z_2019-06-11_17:00,4.0
96,2236934,2019-06-10 17:43:04,2019-06-11 05:56:10,2019-06-11 06:54:44,2019-06-11 06:58:21,2019-06-11 06:59:32,2019-06-11 17:52:35,,2019-06-10 17:04:26,2019-06-11 18:00:00,s_2019-06-11_21:00,11.0
97,2236956,2019-06-11 05:52:14,2019-06-11 05:58:45,2019-06-11 06:53:39,2019-06-11 06:59:05,2019-06-11 07:00:56,2019-06-11 17:52:37,,2019-06-10 17:31:27,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0
98,2236959,2019-06-11 05:53:09,2019-06-11 06:23:56,2019-06-11 06:47:07,2019-06-11 06:53:35,2019-06-11 06:55:53,2019-06-11 17:52:35,,2019-06-10 17:32:24,2019-06-11 18:00:00,s_2019-06-11_21:00,10.0
99,2236969,2019-06-11 05:58:35,2019-06-11 06:04:22,2019-06-11 08:46:07,2019-06-11 08:50:39,2019-06-11 08:51:41,2019-06-11 17:52:34,,2019-06-10 17:51:24,2019-06-11 18:00:00,s_2019-06-11_21:00,2.0
100,2236971,2019-06-10 18:00:27,,,,,,2019-06-10 18:00:27,2019-06-10 17:54:24,2019-06-11 18:00:00,s_2019-06-11_21:00,1.0
101,2236977,2019-06-11 05:59:10,2019-06-11 06:04:38,2019-06-11 08:47:07,2019-06-11 08:51:41,2019-06-11 09:16:45,2019-06-11 17:52:36,,2019-06-10 18:12:24,2019-06-11 18:00:00,s_2019-06-11_21:00,3.0
102,2236982,2019-06-11 05:03:43,2019-06-11 05:15:18,2019-06-11 05:36:36,2019-06-11 05:41:47,2019-06-11 05:42:13,2019-06-11 14:41:56,,2019-06-10 18:16:25,2019-06-11 14:00:00,z_2019-06-11_17:00,3.0
103,2237317,2019-06-10 06:22:52,2019-06-10 07:01:39,2019-06-10 07:15:21,2019-06-10 07:20:43,2019-06-10 07:23:51,2019-06-10 20:16:39,,2019-06-10 01:07:28,2019-06-10 10:00:00,l_2019-06-10_13:00,5.0
104,2237334,2019-06-10 07:29:23,2019-06-10 07:52:51,2019-06-10 08:22:24,2019-06-10 08:58:22,2019-06-10 09:06:20,2019-06-10 16:29:20,,2019-06-10 04:11:28,2019-06-10 14:00:00,z_2019-06-10_17:00,13.0
105,2237338,2019-06-10 06:23:38,2019-06-10 06:37:29,2019-06-10 06:52:08,2019-06-10 06:58:34,2019-06-10 07:02:57,2019-06-10 20:16:36,,2019-06-10 04:33:28,2019-06-10 10:00:00,l_2019-06-10_13:00,8.0
106,2237343,2019-06-10 06:26:12,2019-06-10 07:02:51,2019-06-10 07:33:33,2019-06-10 07:42:50,2019-06-10 07:44:41,2019-06-10 20:16:39,,2019-06-10 04:26:29,2019-06-10 10:00:00,l_2019-06-10_13:00,10.0
107,2237353,2019-06-10 13:13:20,2019-06-10 13:22:45,2019-06-10 13:24:32,2019-06-10 13:47:00,2019-06-10 13:56:23,2019-06-10 18:21:20,,2019-06-10 05:13:30,2019-06-10 18:00:00,s_2019-06-10_21:00,7.0
108,2237354,2019-06-10 13:13:35,2019-06-10 14:23:44,2019-06-10 14:51:37,2019-06-10 14:58:05,2019-06-10 14:59:33,2019-06-10 18:21:25,,2019-06-10 05:18:31,2019-06-10 18:00:00,s_2019-06-10_21:00,10.0
